2017年动画《理查大冒险/小鸟总动员》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:6041/[阳光电影www.ygdy8.com].理查大冒险.BD.720p.中英双字幕.mkv
2017年动作《超速驾驶/盗速飞车》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:5011/[阳光电影www.ygdy8.com].超速驾驶.BD.720p.中英双字幕.mkv
2017年动画《赛车总动员3：极速挑战》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:3008/[阳光电影www.ygdy8.com].赛车总动员3：极速挑战.BD.720p.中英双字幕.mkv
2017年悬疑惊悚剧情《1922》HD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:7065/[阳光电影www.ygdy8.com].1922.HD.720p.中英双字幕.rmvb
2017年剧情《纽约唯一活着的男孩》HD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:8065/[阳光电影www.ygdy8.com].纽约唯一活着的男孩.HD.720p.中英双字幕.rmvb
2017年悬疑动作《极寒之城》HD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:6040/[阳光电影www.ygdy8.com].极寒之城.HD.720p.中英双字幕.rmvb
2017年恐怖《人皮脸/德州电锯杀人狂前传》HD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:4007/[阳光电影www.ygdy8.com].人皮脸.HD.720p.中英双字幕.rmvb
2017年动画《赛车总动员3：极速挑战》HD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:7064/[阳光电影www.ygdy8.com].赛车总动员3：极速挑战.HD.720p.中英双字幕.rmvb
2017年动作《超速驾驶》HD英语中字,ftp://ygdy8:ygdy8@yg45.dydytt.net:6039/[阳光电影www.ygdy8.com].超速驾驶.HD.720p.英语中字.rmvb
2017年惊悚恐怖《鬼哭神嚎：觉醒》HD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:4006/[阳光电影www.ygdy8.com].鬼哭神嚎：觉醒.HD.720p.中英双字幕.rmvb
2017年科幻惊悚《半条命》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:5008/[阳光电影www.ygdy8.com].半条命.BD.720p.中英双字幕.mkv
2017年恐怖《鬼庙》HD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:7063/[阳光电影www.ygdy8.com].鬼庙.HD.720p.中英双字幕.rmvb
2017年喜剧《疯狂之家》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:3005/[阳光电影www.ygdy8.com].疯狂之家.BD.720p.中英双字幕.mkv
2017年动画喜剧《表情奇幻冒险》英国粤三语.BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:3004/[阳光电影www.ygdy8.com].表情奇幻冒险.BD.720p.国粤英三语.中英双字幕.mkv
2017年恐怖《辣手保姆》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:6036/[阳光电影www.ygdy8.com].辣手保姆.BD.720p.中英双字幕.rmvb
2017年动画《蝙蝠侠大战双面人》BD中英双字幕,ftp://ygdy8:ygdy8@yg72.dydytt.net:8070/[阳光电影www.ygdy8.com].蝙蝠侠大战双面人.BD.720p.中英双字幕.mkv
2017年悬疑动作《极寒之城》HD韩版中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:5006/[阳光电影www.ygdy8.com].极寒之城.HD.720p.韩版中英双字幕.rmvb
2017年喜剧《宋飞之前是杰瑞》HD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:7061/[阳光电影www.ygdy8.com].宋飞之前是杰瑞.HD.720p.中英双字幕.mkv
2017年动作战争《刺杀盖世太保》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:6035/[阳光电影www.ygdy8.com].刺杀盖世太保.BD.720p.英语中字.mkv
2017年7.8分科幻动作《猩球崛起3：终极之战》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:6034/[阳光电影www.ygdy8.com].猩球崛起3：终极之战.BD.720p.中英双字幕.mkv
